cod_produto,cod_categoria,ean,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_produto,tamanho_medida,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7895339017958,7,7895339017958,ETNA PREMIUM QUARTZ SPRAY 200ML 7895339017958,,QUARTZ,SENSORIAL,SPRAY,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,ETNA,T. O MARCAS,ETNA,ETNA SPRAY,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000055596190,,,"Até R$ 7,00",,GOOD,
7895339017965,7,7895339017965,ETNA PREMIUM PROVENCE SPRAY 200ML 7895339017965,,PROVENCE,SENSORIAL,SPRAY,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,ETNA,T. O MARCAS,ETNA,ETNA SPRAY,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000055596231,,,"Até R$ 7,00",,GOOD,
7895339021757,7,7895339021757,AROMAGIA LAVANDA 250ML 7895339021757,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA DIFUSOR,LAVANDA,,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000076932813,,,"Acima R$ 22,01",,BEST,
7895339021764,7,7895339021764,AROMAGIA PITANGA 200ML 7895339021764,,PITANGA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,PITANGA,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000079337010,,,"Acima R$ 22,01",,BEST,
7895339021771,7,7895339021771,AROMAGIA LIMAO 200ML 7895339021771,,LIMAO,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,LIMAO,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078256738,,,"Acima R$ 22,01",,BEST,
7895339021788,7,7895339021788,AROMAGIA FLOR DE CEREJEIRA 200ML 7895339021788,,FLOR DE CEREJEIRA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,FLOR DE CEREJEIRA,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000079336947,,,"Acima R$ 22,01",,BEST,
7895339021795,7,7895339021795,AROMAGIA VANILLA 200ML 7895339021795,,VANILLA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,VANILLA,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078256761,,,"Acima R$ 22,01",,BEST,
7895339021801,7,7895339021801,AROMAGIA BAMBU 200ML 7895339021801,,BAMBU,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,BAMBU,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078256710,,,"Acima R$ 22,01",,BEST,
7895339021818,7,7895339021818,AROMAGIA BABY 200ML 7895339021818,,BABY,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,BABY,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078907267,,,"Acima R$ 22,01",,BEST,
7895339021832,7,7895339021832,AROMAGIA ALECRIM 250ML 7895339021832,,ALECRIM,SENSORIAL,DIFUSOR,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA DIFUSOR,ALECRIM,,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000076957335,,,"Acima R$ 22,01",,BEST,
7895339022006,7,7895339022006,AROMAGIA ALECRIM SPRAY 200ML 7895339022006,,ALECRIM,SENSORIAL,SPRAY,NORMAL,WNF IND COM,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000082486365,,,"Acima R$ 22,01",,BEST,
7895339022013,7,7895339022013,AROMAGIA BABY SPRAY 200ML 7895339022013,,BABY,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000085289471,,,"Acima R$ 22,01",,BEST,
7895339022020,7,7895339022020,AROMAGIA BAMBU SPRAY 200ML 7895339022020,,BAMBU,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,BAMBU,,ML,200.0,200ML,DE 121 A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000082485501,,,"Acima R$ 22,01",,BEST,
7895339022037,7,7895339022037,AROMAGIA CAPIM LIMAO SPRAY 200ML 7895339022037,,CAPIM LIMAO,SENSORIAL,SPRAY,NORMAL,ACQUAROMA,T. O FABRICANTES,ACQUAROMA,T. O MARCAS,ACQUAROMA,ACQUAROMA SPRAY,CAPIM LIMAO,ATE 200ML,ML,200.0,200ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000077463276,,,"Acima R$ 22,01",,BEST,
7895339022051,7,7895339022051,AROMAGIA LAVANDA SPRAY 200ML 7895339022051,,LAVANDA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA AROMATIZANTE,LAVANDA,,ML,200.0,200ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078907309,,,"Acima R$ 22,01",,BEST,
7895339022068,7,7895339022068,AROMAGIA PITANGA SPRAY 200ML 7895339022068,,PITANGA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,PITANGA,,ML,200.0,200ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000079014244,,,"Acima R$ 22,01",,BEST,
7895339022495,7,7895339022495,AROMAGIA CITRONELA 200ML 7895339022495,,CITRONELA,SENSORIAL,SPRAY,NORMAL,WNF ESSENTIAL OILS,T. O FABRICANTES,AROMAGIA,T. O MARCAS,AROMAGIA,AROMAGIA SPRAY,CITRONELA,,ML,200.0,200ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000079156181,,,"Acima R$ 22,01",,BEST,
7895552070501,7,7895552070501,PERFUMARIA BRASIL BAMBO MARTAN 150ML 7895552070501,,BAMBOO MMARTAN,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,150.0,150ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084765608,,,"Acima R$ 22,01",,BEST,
7895552070570,7,7895552070570,PERFUMARIA BRASIL ROYAL 200ML 7895552070570,,ROYAL,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084765790,,,"Acima R$ 22,01",,BEST,
7895552070594,7,7895552070594,PERFUMARIA BRASIL CHA 200ML 7895552070594,,CHA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084766089,,,"Acima R$ 22,01",,BEST,
7895552070624,7,7895552070624,PERFUMARIA BRASIL JASMIM 200ML 7895552070624,,JASMIM,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084766098,,,"Acima R$ 22,01",,BEST,
7895552070716,7,7895552070716,PERFUMARIA BRASIL LAVANDA NATIVA 250ML 7895552070716,,LAVANDA NATIVA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084766135,,,"Acima R$ 22,01",,BEST,
7895552070730,7,7895552070730,PERFUMARIA BRASIL AQUARELA 250ML 7895552070730,,AQUARELA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054922374,,,"Acima R$ 22,01",,BEST,
7895552070747,7,7895552070747,PERFUMARIA BRASIL BRISA DO MAR 250ML 7895552070747,,BRISA DO BRISA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,BRISA DO BRISA,,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078995054,,,"Acima R$ 22,01",,BEST,
7895552070853,7,7895552070853,PERFUMARIA BRASIL DREAMS 310ML 7895552070853,,DREAMS,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,310.0,310ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000057962036,,,"Acima R$ 22,01",,BEST,
7895552070907,7,7895552070907,PERFUMARIA BRASIL SUNSHINE 150ML 7895552070907,,SUNSHINE,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL DIFUSOR,,,ML,150.0,150ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000084766194,,,"Acima R$ 22,01",,BEST,
7895552071270,7,7895552071270,PERFUMARIA DO BRASIL CONFORTO PULV 500ML 7895552071270,,CONFORTO,SENSORIAL,SPRAY,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL SPRAY,,,ML,500.0,500ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000053102683,,,"Acima R$ 22,01",,BEST,
7895552071300,7,7895552071300,PERFUMARIA BRASIL CRAVO E CANELA C/ PULV 500ML 7895552071300,,CRAVO E CANELA,SENSORIAL,SPRAY,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,PERFUMARIA BRASIL,T. O MARCAS,PERFUMARIA BRASIL,PERFUMARIA BRASIL SPRAY,CRAVO E CANELA,,ML,500.0,500ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078995122,,,"Acima R$ 22,01",,BEST,
7895552140099,7,7895552140099,MY HOME CRAVO E CANELA 250ML 7895552140099,,CRAVO E CANELA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,MY HOME,T. O MARCAS,MY HOME,MY HOME DIFUSOR,CRAVO E CANELA,,ML,250.0,250ML,DE 121 A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000086003140,,,"Acima R$ 22,01",,BEST,
7895552140105,7,7895552140105,MY HOME FLOR DE LARANJEIRA 250ML 7895552140105,,FLOR DE LARANJEIRA,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,MY HOME,T. O MARCAS,MY HOME,MY HOME DIFUSOR,,,ML,250.0,250ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000063861146,,,"Acima R$ 22,01",,BEST,
7895552140143,7,7895552140143,MY HOME MORANGO C/CHANTILY 250ML 7895552140143,,MORANGO C/CHANTILY,SENSORIAL,DIFUSOR,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,MY HOME,T. O MARCAS,MY HOME,MY HOME DIFUSOR,MORANGO C/CHANTILY,,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000076933679,,,"Acima R$ 22,01",,BEST,
7896001009011,7,7896001009011,NOVICA CARINHO DE MAE SACHET 10G 7896001009011,,CARINHO DE MAE,FUNCIONAL,SACHE,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA SACHE,,ATE 30GR,G,10.0,10G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000057963556,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009028,7,7896001009028,NOVICA LAVANDA FRANCESA SACHET 10G 7896001009028,,LAVANDA,FUNCIONAL,SACHE,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA SACHE,,ATE 30GR,G,10.0,10G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000057963598,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009110,7,7896001009110,NOVICA CARINHO DE MAE AP REF 12ML 7896001009110,,CARINHO DE MAE,FUNCIONAL,CLICK SPRAY,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA CLICK SPRAY,,ATE 30GR,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054989922,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009127,7,7896001009127,NOVICA LAVANDA FRANCESA AP REF 12ML 7896001009127,,LAVANDA,FUNCIONAL,CLICK SPRAY,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA CLICK SPRAY,,ATE 30GR,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054989894,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009134,7,7896001009134,NOVICA ESSENCIA DO CAMPO AP REF 12ML 7896001009134,,ESSENCIA DO CAMPO,FUNCIONAL,CLICK SPRAY,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA CLICK SPRAY,,ATE 30GR,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000054989722,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009158,7,7896001009158,NOVICA CARINHO DE MAE REFIL 12ML 7896001009158,,CARINHO DE MAE,FUNCIONAL,CLICK SPRAY,REFIL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA CLICK SPRAY,,ATE 30GR,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000057905766,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009219,7,7896001009219,NOVICA SENSE CARINHO DE MAE AERO 360ML 7896001009219,,CARINHO DE MAE,FUNCIONAL,AEROSOL,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA AEROSOL,,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049679856,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009226,7,7896001009226,NOVICA SENSE LAVANDA FRANCESA AERO 360ML 7896001009226,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA AEROSOL,,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049679952,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009233,7,7896001009233,NOVICA SENSE ESSENCIA DO CAMPO AERO 360ML 7896001009233,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA AEROSOL,,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049679609,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009332,7,7896001009332,NOVICA ESSENCIA DO CAMPO GEL 50G 7896001009332,,ESSENCIA DO CAMPO,SENSORIAL,GEL,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA GEL,,ATE 60GR,G,50.0,50G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000070734385,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009417,7,7896001009417,NOVICA CARINHO DE MAE 100ML 7896001009417,,ESSENCIA DO CAMPO,SENSORIAL,DIFUSOR,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA DIFUSOR,,ATE 200ML,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000059692374,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896001009431,7,7896001009431,NOVICA ESSENCIA DO CAMPO 100ML 7896001009431,,ESSENCIA DO CAMPO,SENSORIAL,DIFUSOR,NORMAL,BETTANIN,T. O FABRICANTES,NOVICA,T. O MARCAS,NOVICA,NOVICA DIFUSOR,,ATE 200ML,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000059692395,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401261,7,7896013401261,SECAR ALECRIM 300ML 7896013401261,,ALECRIM,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,,ATE 500ML,ML,300.0,300ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048438636,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401285,7,7896013401285,SECAR LAVANDA 300 ML 7896013401285,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,,ATE 500ML,ML,300.0,300ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048553529,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401827,7,7896013401827,PURIFICADOR SECAR LAVANDA AERO 360ML,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR AEROSOL,LAVANDA,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401834,7,7896013401834,PURIFICADOR SECAR FLORAL AERO 360ML,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR AEROSOL,FLORAL,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401841,7,7896013401841,PURIFICADOR SECAR KIDS AERO 360ML,,FLORAL,FUNCIONAL,AEROSOL,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR AEROSOL,KIDS,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013401872,7,7896013401872,ODORIZADOR DE AMBIENTES SECAR BAMBOO DO,,BAMBOO DO TIBETE,FUNCIONAL,AEROSOL,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR AEROSOL,BAMBOO,ATE 500ML,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402268,7,7896013402268,PURIFICADOR AR SECAR TANGERINA 100ML,,TANGERINA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,TANGERINA,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402480,7,7896013402480,CB SECAR LAV SPRAY 345MLGTS 50%C/2 SECAR ANTIMFPLAST 180G 7896013402480BP2,,LAVANDA,SENSORIAL,SPRAY,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR SPRAY,,ATE 500ML,ML,345.0,345ML,DE 250ML A 500ML,,3.0,PROMOCIONAL,PRODUTO NIELSEN,P000000000002015449000000000000049004631,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402527,7,7896013402527,PURIFICADOR AR SECAR LAVANDA 100ML,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,LAVANDA,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402534,7,7896013402534,PURIFICADOR DIFUSOR DE AROMAS SECAR ALECRIM 100ML,,ALECRIM,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,ALECRIM,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402640,7,7896013402640,SECAR VERBENA 100ML 7896013402640,,VERBENA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,,ATE 200ML,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048613862,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402657,7,7896013402657,SECAR SENSUAL 100ML 7896013402657,,SENSUAL,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,,ATE 200ML,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048309051,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402664,7,7896013402664,PURIFICADOR AR SECAR CITRONELA 100ML,,CITRONELA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,CITRONELA,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402688,7,7896013402688,SECAR ALECRIM 100ML (2X100) 200ML 7896013402688,,ALECRIM,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,,ATE 200ML,ML,200.0,200ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048254812,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402831,7,7896013402831,PURIFICADOR AR SECAR SEMENTES NATIVAS 100ML,,SEMENTES NATIVAS,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR, SEMENTES NATIVAS,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013402947,7,7896013402947,PURIFICADOR AR SECAR BAUNILHA LIQ 100ML,,BAUNILHA,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,BAUNILHA,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013403036,7,7896013403036,DIFUSOR SECAR 100ML,,SECAR,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,BAMBOO FRESH,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
7896013403043,7,7896013403043,DIFUSOR DE AROMAS SECAR VITALIDADE LAVANDE BLUE  100ML,,LAVANDE BLUE,SENSORIAL,DIFUSOR,NORMAL,SOIN,T. O FABRICANTES,SECAR,T. O MARCAS,SECAR,SECAR DIFUSOR,LAVANDE BLUE,ATE 200ML,ML,100.0,100ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
